383,886487,775169,0,0,4809,11313245,0,0,0,0,0,0,33668546,0,3572710,3123.0,
670,0,0,0,0,2354039,3849725,0,0,0,172083,0,0,0,556611,51522,4019.0,
721,0,0,0,0,3561194,666394,0,0,0,4241665,213766,0,0,675035,51522,4211.0,
72,0,0,0,0,1793874,0,0,0,0,2085756,173478,0,0,0,0,2099.0,
158,0,0,0,0,2325487,0,0,0,0,6524630,28774,0,0,0,0,2395.0,
47,0,0,0,0,0,0,0,0,0,12446824,189961,0,0,0,0,2024.0,
308,0,0,0,0,0,0,0,0,0,8630655,361554,0,0,304432,0,2832.0,
237,0,0,0,0,0,0,0,0,0,21458382,958968,0,0,1779840,0,2640.0,
535,0,0,0,0,0,0,0,0,0,14140755,669923,0,0,1241178,0,3657.0,
186,0,0,0,0,0,0,0,0,0,39904982,227436,12449574,0,4819156,0,2463.0,
115,0,0,0,0,0,1022352,0,0,0,571921,66246,0,0,674586,0,2206.0,
586,0,0,0,0,0,6130918,0,0,0,1782794,0,100505,0,10577020,0,3801.0,
241,0,0,0,0,0,8004139,0,0,0,19811793,70842,26482998,0,21883834,0,2650.0,
633,0,0,0,0,0,0,0,0,0,28344400,0,32823920,0,1548070,0,3916.0,
231,0,89151,0,0,0,15820114,0,0,0,0,18135,0,0,3211566,0,2629.0,
21,0,0,0,0,0,706601,0,0,0,1977724,0,14506604,0,11296195,0,1910.0,
118,0,300440,0,2651730,0,2703080,0,0,0,4186093,955728,39957613,0,18277784,0,2214.0,
742,0,300442,0,0,0,2703074,0,0,0,4173928,955726,20562454,0,13668914,0,4258.0,
352,0,300440,0,0,0,2703078,0,0,0,4186094,955728,23971888,0,18277782,0,3076.0,
387,0,3444851,4483,0,0,22037520,0,0,0,2565181,257543,1196132,0,10710591,0,3132.0,
714,2787572,668451,28774,0,0,0,93,0,3800,44207,39230,0,56925,0,0,4188.0,
196,16058091,1128399,43986,0,0,376583,540793,6660323,45949,83243,71270,0,581807,0,0,2507.0,
466,8455387,176011,20422,0,0,361968,0,4847777,41472,32266,9000,0,581805,0,0,3365.0,
210,11047338,176011,20422,0,0,376584,317506,6124550,41800,32266,9000,0,581805,0,0,2570.0,
5,11047338,176011,20422,0,0,376584,317506,6124550,41800,32266,9000,0,581805,0,0,1641.0,
706,6927051,160959,13495,0,0,361961,0,4847777,38314,13455,4247,0,525050,0,0,4171.0,
689,8493057,160959,13495,0,0,376577,317070,6124551,38315,13455,4247,0,525049,0,0,4098.0,
337,5359433,0,0,0,0,3362480,317075,5441435,0,0,0,0,0,0,0,2940.0,
818,8493055,343054,18623,0,0,9745341,317072,6212417,110594,128592,159380,0,525050,0,306723,4507.0,
711,0,762925,67571,0,0,5272616,0,0,93756,121015,233062,0,0,0,0,4179.0,
745,0,448517,26904,0,0,4396920,0,0,93756,121015,233138,0,0,66752,0,4272.0,
556,0,274797,23468,0,0,4288957,0,0,93756,121015,233040,0,0,0,0,3696.0,
775,0,274797,23468,0,0,4288957,0,0,93756,121015,233040,0,0,0,0,4339.0,
402,23,8747,0,0,0,9153073,49039,89076,255,0,22144,0,0,0,386954,3162.0,
536,23,8747,0,0,0,8654561,49039,89076,255,0,22144,0,0,0,386954,3658.0,
221,0,966550,0,0,0,9168383,0,0,0,1582422,0,0,0,0,79824,2599.0,
739,1807492,3417,0,0,0,277371,53073,1927284,0,0,0,0,0,0,0,4241.0,
455,2076314,3518,0,0,0,844570,63881,2009604,0,0,0,0,0,0,0,3274.0,
103,0,0,0,0,0,0,0,0,0,7707633,0,0,0,2433729,0,2177.0,
693,0,0,0,0,0,0,0,0,0,5878156,0,0,0,1348485,0,4115.0,
467,0,0,0,0,0,0,57689,0,0,928019,0,0,0,4203566,357410,3366.0,
109,0,0,0,0,0,0,57690,0,0,8880173,0,0,0,7609857,357409,2183.0,
507,0,0,0,0,0,0,57686,0,0,10561634,0,0,0,10760450,357412,3567.0,
501,0,0,0,0,0,0,57690,0,0,8421319,0,0,0,7283927,357409,3544.0,
14,2871217,0,0,0,0,40076,432949,2044454,234921,0,0,0,327758,0,96853,1818.0,
429,657417,0,0,0,0,30470,228914,1278555,194021,0,0,0,0,0,104156,3218.0,
573,1318580,1337,0,0,0,1288414,168868,1273866,0,0,0,0,2284418,0,90888,3754.0,
821,606021,0,0,0,0,30470,282746,1252501,194017,928018,0,0,0,4991190,461569,4516.0,
213,4745800,454505,0,0,0,0,0,1129252,0,0,0,0,17091090,816343,3409409,2586.0,
25,4745800,454505,0,0,0,0,0,1129252,0,0,0,0,17091090,816343,3409409,1925.0,
761,4745800,454505,0,0,0,0,0,1129252,0,0,0,0,17149162,3330707,3629968,4315.0,
801,5801952,586819,0,0,0,0,33037,1129252,0,0,0,0,23719219,1366213,3527070,4435.0,
420,1827711,0,0,0,0,0,33033,0,0,0,0,0,3135294,362696,420716,3198.0,
592,1856881,0,0,0,0,0,33033,0,0,0,0,0,6117974,362696,420716,3846.0,
705,857123,0,0,0,0,0,0,0,0,0,0,0,4323245,3401935,724972,4163.0,
508,886690,132461,0,0,0,0,0,0,0,0,0,0,9331344,10797347,1088254,3572.0,
777,953183,677149,0,0,0,0,0,0,0,0,0,0,13602151,6668235,1088254,4346.0,
797,886690,132461,0,0,0,0,0,0,0,0,0,0,9331344,12096469,1088254,4427.0,
13,95145,699433,0,0,0,0,0,0,0,0,0,0,8566591,14486566,609732,1810.0,
776,95144,677148,0,0,0,0,0,0,0,0,0,0,8314268,1565849,364713,4340.0,
119,952267,677149,0,0,0,0,0,0,0,0,0,0,12636766,4616669,1063613,2216.0,
809,1046346,1131508,0,0,0,0,0,1129244,0,0,0,0,20224109,1565852,3069716,4464.0,
767,951254,454505,0,0,0,0,0,1129252,0,0,0,0,11914094,0,2705151,4325.0,
178,12470778,51381,0,0,0,0,0,2493949,0,0,0,0,3287966,0,163650,2443.0,
704,62453192,278186,0,0,0,2816,0,2548955,0,0,0,0,6175300,0,163650,4159.0,
449,40785904,3557334,0,0,0,983856,2595,2867880,0,0,0,0,3287982,0,163651,3267.0,
